customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,EstimatedCLV,ChurnReasonSegment,CampaignCostPerCustomer,_IsSimulated_CampaignCost,RecommendedCampaign,SimulatedConversionRate,_IsSimulated_ConversionRate,ChurnRiskScore
5447-VYTKW,Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,No,2102.8500000000004,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.19933705104815508
3623-FQBOX,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,No,655.8,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.16945652144083603
0689-NKYLF,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,2059.0,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7979429579929058
8659-HDIYE,Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,No,5765.150000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2035463113485062
3658-KIBGF,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,713.6999999999999,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.7090547009844211
3474-BAFSJ,Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,3955.95,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.07072942075817712
5519-YLDGW,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,Yes,3501.0,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8222853279660739
3865-ZFZIB,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,No,593.9499999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.036658003802517665
1855-AGAWH,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,4065.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5573164650308335
7109-CQYUZ,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,5723.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.057083018766791595
1370-GGAWX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No,5538.25,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3661688534221392
4680-KUTAJ,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,No,1248.0,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.5316077130776752
5307-UVGNB,Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,3079.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.30831391935289393
4946-EDSEW,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,411.3,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.21294675923058834
2883-ILGWO,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,No,7172.75,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.47807763238784634
2516-VQRRV,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,1063.8000000000002,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8871282838342436
7580-UGXNC,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,762.4000000000001,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.7289182028061064
3642-BYHDO,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,1628.1499999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.013961815986844123
9629-NHXFW,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,252.2,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6652114368666874
2696-RZVZW,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,No,1929.8000000000002,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.02325819424769604
5766-FTRTS,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,7046.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.023933339937512937
0396-HUJBP,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,No,276.0,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.21457197093632818
5178-LMXOP,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1236.2999999999997,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.9436684062394413
8879-ZKJOF,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,4278.95,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.18615199270638766
6285-FTQBF,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,No,2174.3,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.010340708629812784
8185-UPYBR,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes,1344.0,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8717999847660916
4585-HETAI,Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,1210.45,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8205137073611813
7526-BEZQB,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,2300.7,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.8830200988842175
1474-JUWSM,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,4793.05,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.1362808125156991
3530-CRZSB,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,No,403.7,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.24163958039468061
8498-XXGWA,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,No,4334.95,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.19932719905602736
9617-INGJY,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,917.8,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8981895036289304
0621-TSSMU,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,No,1366.15,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.045380276827013996
7234-KMNRQ,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,No,301.45,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.19715777337044119
7636-PEPNS,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,No,2942.25,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.21215663527461712
4683-WYDOU,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,8203.9,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.4166556648777565
9052-DHNKM,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,No,2320.55,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.14703702059851306
6794-HKIAJ,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,No,6674.85,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2755611356788847
5578-NKCXI,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,7037.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.22489735477297723
1642-HMARX,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,No,7525.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.04847496616219449
3096-WPXBT,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,7227.049999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2712667919588903
8434-PNQZX,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,4314.8,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.10302694011734664
5950-AAAGJ,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,2549.5,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5796168171170981
4299-OPXEJ,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,1315.15,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.045451886160698445
4951-UKAAQ,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,1422.6000000000001,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.9002826368550793
9618-LFJRU,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,328.25,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.25850247326321907
6693-DJWTY,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,2683.65,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.09020674621597767
0744-GKNGE,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,6368.85,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.22866046079323335
6447-EGDIV,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,No,934.65,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.04443484082526022
1167-OYZJF,Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,1503.65,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.016098641774199816
2108-YKQTY,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes,759.7,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6021312459907818
4806-DXQCE,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,9078.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.13703372066581185
4918-QLLIW,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,829.5,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.7209311441030506
7056-IMHCC,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,Yes,6772.2,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.737351859007286
4854-SSLTN,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,No,844.5,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.15747030252537328
5294-DMSFH,Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,3675.35,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.6639560271485092
4837-PZTIC,Female,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,2378.05,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.0703060631553359
1625-JAIIY,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,Yes,6681.8,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.5024572505766758
0603-OLQDC,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No,1675.6999999999998,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.41687242766392374
3272-VUHPV,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,1077.1,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.34827876010064446
4176-FXYBO,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No,7433.549999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.45285670864972505
1063-DHQJF,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,7586.7,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.10863193189176751
8663-UPDGF,Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No,2634.05,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3286242271977118
6719-FGEDO,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,8268.2,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.06488914544158671
1837-YQUCE,Female,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,4914.45,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.040803804260702584
2947-DOMLJ,Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,657.8000000000001,Sozlesme Esnekligi Ariyor,18,True,12 Aylik Sozlesmeye Gecis Indirimi (%15),0.28,True,0.6224417723271295
4112-LUEIZ,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,1937.1,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.850756245298376
0369-ZGOVK,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,2837.0,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.22437050186914098
4510-HIMLV,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,907.3999999999999,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.9197697609032363
9919-KNPOO,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No,3079.95,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7864295543578452
8749-JMNKX,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Yes,5876.549999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.6209618611373454
7872-BAAZR,Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,No,1242.5,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.06964951635083352
9391-LMANN,Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,6188.299999999999,Odeme Surtunmesi,5,True,Otomatik Odemeye Gecis Tesviki (ilk ay %5 indirim),0.15,True,0.23397741738114977
2430-USGXP,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,3604.4,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.810840969944876
8174-TBVCF,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,7996.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.07854183728757103
1698-XFZCI,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,No,7814.9,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.3767822837328308
1877-HKBQX,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No,1273.0500000000002,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.16486708188645896
4450-DLLMH,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,1013.3499999999999,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.8107074668127106
0428-AXXLJ,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,No,750.3,Genel Risk,10,True,Kisisellestirilmis Musteri Temsilcisi Aramasi,0.1,True,0.04352963941031959
2746-DIJLO,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,No,3039.6,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.17219470324939687
5955-ERIHD,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,2824.3500000000004,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.7970636253034051
0917-EZOLA,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,8939.75,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.442237035513016
3508-VLHCZ,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,7325.65,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.019718193607937754
4086-ATNFV,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,2771.6499999999996,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.14018062292691236
0468-YRPXN,Male,No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,3992.7,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.5532033285704866
5996-NRVXR,Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,5294.6,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.24362756027001514
3739-YBWAB,Male,No,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,No,1742.15,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.14801888222467285
7047-FWEYA,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,5832.45,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.47385829157988774
2000-MPKCA,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No,7625.75,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.47308207373066913
9762-YAQAA,Male,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,4190.55,Hizmet Memnuniyetsizligi,12,True,3 Ay Ucretsiz TechSupport + Fiber Bakim Kontrolu,0.22,True,0.1721402418392416
5949-EBSQK,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,Yes,966.95,Guvenlik/Yedekleme Eksikligi,8,True,OnlineSecurity + OnlineBackup Paketi 1 Ay Ucretsiz Deneme,0.19,True,0.4300094949123234
5473-KHBPS,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,6124.549999999999,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.2805425664131157
0100-DUVFC,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,No,8566.55,Fiyat Duyarli,15,True,"Sadakat Indirimi (%10, 6 ay)",0.24,True,0.41160653604577246
